"logtype","title","query","startYear","endYear","citedBy","authorID","cluster","url","Timestamp"
"action","","qa generation","2022","","","","","https://scholar.google.co.kr/scholar?as_ylo=2022&q=qa+generation&hl=ko&as_sdt=0,5","2023-12-10T15:18:44.765Z"
"paper","Self-prompting large language models for open-domain qa","","","","","","","","2023-12-10T15:18:46.603Z"
"action","","","","","16091082704296319716","","","https://scholar.google.co.kr/scholar?cites=16091082704296319716&as_sdt=2005&sciodt=0,5&hl=ko","2023-12-10T15:18:47.405Z"
"paper","Gpt-ner: Named entity recognition via large language models","","","","","","","","2023-12-10T15:18:53.545Z"
"action","","","","","16091082704296319716","","","https://scholar.google.co.kr/scholar?cites=16091082704296319716&as_sdt=2005&sciodt=0,5&hl=ko","2023-12-10T15:18:55.508Z"
"paper","chatIPCC: Grounding Conversational AI in Climate Science","","","","","","","","2023-12-10T15:18:56.870Z"
"action","","","","","16091082704296319716","","","https://scholar.google.co.kr/scholar?cites=16091082704296319716&as_sdt=2005&sciodt=0,5&hl=ko","2023-12-10T15:18:58.751Z"
"paper","Gpt-ner: Named entity recognition via large language models","","","","","","","","2023-12-10T15:18:59.539Z"
"action","","","","","476678889960394760","","","https://scholar.google.co.kr/scholar?cites=476678889960394760&as_sdt=2005&sciodt=0,5&hl=ko","2023-12-10T15:19:00.346Z"
"paper","NERetrieve: Dataset for Next Generation Named Entity Recognition and Retrieval","","","","","","","","2023-12-10T15:19:02.945Z"
"action","","","","","476678889960394760","","","https://scholar.google.co.kr/scholar?cites=476678889960394760&as_sdt=2005&sciodt=0,5&hl=ko","2023-12-10T15:19:04.751Z"
"paper","Beyond Factuality: A Comprehensive Evaluation of Large Language Models as Knowledge Generators","","","","","","","","2023-12-10T15:19:06.285Z"
"action","","","","","476678889960394760","","","https://scholar.google.co.kr/scholar?cites=476678889960394760&as_sdt=2005&sciodt=0,5&hl=ko","2023-12-10T15:19:08.618Z"
"paper","A Survey of GPT-3 Family Large Language Models Including ChatGPT and GPT-4","","","","","","","","2023-12-10T15:19:09.927Z"
"action","","","","","476678889960394760","","","https://scholar.google.co.kr/scholar?cites=476678889960394760&as_sdt=2005&sciodt=0,5&hl=ko","2023-12-10T15:19:11.515Z"
"action","","","","","16091082704296319716","","","https://scholar.google.co.kr/scholar?cites=16091082704296319716&as_sdt=2005&sciodt=0,5&hl=ko","2023-12-10T15:19:12.342Z"
"paper","Gpt-ner: Named entity recognition via large language models","","","","","","","","2023-12-10T15:19:13.916Z"
"action","","","","","","yOvhwa8AAAAJ","","https://scholar.google.co.kr/citations?user=yOvhwa8AAAAJ&hl=ko&oi=sra","2023-12-10T15:19:15.470Z"
"action","","","","","16091082704296319716","","","https://scholar.google.co.kr/scholar?cites=16091082704296319716&as_sdt=2005&sciodt=0,5&hl=ko","2023-12-10T15:19:19.586Z"
"action","","qa generation","2022","","","","","https://scholar.google.co.kr/scholar?as_ylo=2022&q=qa+generation&hl=ko&as_sdt=0,5","2023-12-10T15:19:22.234Z"
"action","","qa generation","2022","","","","","https://scholar.google.co.kr/scholar?start=30&q=qa+generation&hl=ko&as_sdt=0,5&as_ylo=2022","2023-12-10T15:19:27.313Z"
"paper","It5: Large-scale text-to-text pretraining for italian language understanding and generation","","","","","","","","2023-12-10T15:19:30.369Z"
"action","","qa generation","2022","","","","","https://scholar.google.co.kr/scholar?start=30&q=qa+generation&hl=ko&as_sdt=0,5&as_ylo=2022","2023-12-10T15:19:33.462Z"
"action","","qa generation","2022","","","","","https://scholar.google.co.kr/scholar?start=60&q=qa+generation&hl=ko&as_sdt=0,5&as_ylo=2022","2023-12-10T15:19:41.652Z"
"action","","Fairytale qa","2022","","","","","https://scholar.google.co.kr/scholar?hl=ko&as_sdt=0%2C5&as_ylo=2022&q=Fairytale+qa&btnG=","2023-12-10T15:19:58.636Z"
"paper","Fantastic Questions and Where to Find Them: FairytaleQA--An Authentic Dataset for Narrative Comprehension","","","","","","","","2023-12-10T15:20:00.655Z"
"action","","Fairytale qa","2022","","","","","https://scholar.google.co.kr/scholar?hl=ko&as_sdt=0%2C5&as_ylo=2022&q=Fairytale+qa&btnG=","2023-12-10T15:20:02.352Z"
"paper","Fantastic Questions and Where to Find Them: FairytaleQA--An Authentic Dataset for Narrative Comprehension","","","","","","","","2023-12-10T15:20:04.125Z"
"action","","","","","","Ar8R4FIAAAAJ","","https://scholar.google.co.kr/citations?user=Ar8R4FIAAAAJ&hl=ko&oi=sra","2023-12-10T15:20:04.937Z"
"paper","The Promises and Limits of Online Higher Education: Understanding How Distance Education Affects Access, Cost, and Quality.","","","","","","","","2023-12-10T15:20:09.276Z"
"action","","","","","","Ar8R4FIAAAAJ","","https://scholar.google.co.kr/citations?view_op=view_citation&hl=ko&user=Ar8R4FIAAAAJ&citation_for_view=Ar8R4FIAAAAJ:Se3iqnhoufwC","2023-12-10T15:20:10.086Z"
"action","","","","","","Ar8R4FIAAAAJ","","https://scholar.google.co.kr/citations?user=Ar8R4FIAAAAJ&hl=ko&oi=sra","2023-12-10T15:20:11.349Z"
"paper","Young children's reading and learning with conversational agents","","","","","","","","2023-12-10T15:20:15.960Z"
"action","","","","","","Ar8R4FIAAAAJ","","https://scholar.google.co.kr/citations?view_op=view_citation&hl=ko&user=Ar8R4FIAAAAJ&citation_for_view=Ar8R4FIAAAAJ:2osOgNQ5qMEC","2023-12-10T15:20:16.754Z"
"action","","","","","12313799096428175943","","","https://scholar.google.co.kr/scholar?oi=bibs&hl=ko&cites=12313799096428175943&as_sdt=5","2023-12-10T15:20:22.180Z"
"paper","Storybuddy: A human-ai collaborative chatbot for parent-child interactive storytelling with flexible parental involvement","","","","","","","","2023-12-10T15:20:26.236Z"
"action","","","","","12313799096428175943","","","https://scholar.google.co.kr/scholar?oi=bibs&hl=ko&cites=12313799096428175943&as_sdt=5","2023-12-10T15:20:28.430Z"
"paper","Storybuddy: A human-ai collaborative chatbot for parent-child interactive storytelling with flexible parental involvement","","","","","","","","2023-12-10T15:20:30.013Z"
"action","","","","","16770345050441555470","","","https://scholar.google.co.kr/scholar?cites=16770345050441555470&as_sdt=2005&sciodt=2005&hl=ko","2023-12-10T15:20:30.802Z"
"paper","Talking with machines: Can conversational technologies serve as children's social partners?","","","","","","","","2023-12-10T15:20:42.839Z"
"action","","","","","16770345050441555470","","","https://scholar.google.co.kr/scholar?cites=16770345050441555470&as_sdt=2005&sciodt=2005&hl=ko","2023-12-10T15:20:46.104Z"
"paper","Interactive Children's Story Rewriting Through Parent-Children Interaction","","","","","","","","2023-12-10T15:20:50.695Z"
"action","","","","","16770345050441555470","","","https://scholar.google.co.kr/scholar?cites=16770345050441555470&as_sdt=2005&sciodt=2005&hl=ko","2023-12-10T15:20:53.288Z"
"paper","Interactive Children's Story Rewriting Through Parent-Children Interaction","","","","","","","","2023-12-10T15:20:54.483Z"
"action","","","","","11957451791052001657","","","https://scholar.google.co.kr/scholar?cites=11957451791052001657&as_sdt=2005&sciodt=2005&hl=ko","2023-12-10T15:20:55.290Z"
"paper","Academic Integrity considerations of AI Large Language Models in the post-pandemic era: ChatGPT and beyond","","","","","","","","2023-12-10T15:20:57.748Z"
"action","","","","","11957451791052001657","","","https://scholar.google.co.kr/scholar?cites=11957451791052001657&as_sdt=2005&sciodt=2005&hl=ko","2023-12-10T15:21:05.405Z"
"paper","Enabling conversational interaction with mobile ui using large language models","","","","","","","","2023-12-10T15:21:09.908Z"
"action","","","","","11957451791052001657","","","https://scholar.google.co.kr/scholar?cites=11957451791052001657&as_sdt=2005&sciodt=2005&hl=ko","2023-12-10T15:21:12.397Z"
"paper","Folk Sports and Physical Education:'Beyond the Classroom'-An Exploration of the Relationship Between Folk Sports Participation and Physical Education in Rural …","","","","","","","","2023-12-10T15:21:14.455Z"
"action","","","","","11957451791052001657","","","https://scholar.google.co.kr/scholar?cites=11957451791052001657&as_sdt=2005&sciodt=2005&hl=ko","2023-12-10T15:21:18.967Z"
"paper","VISAR: A Human-AI Argumentative Writing Assistant with Visual Programming and Rapid Draft Prototyping","","","","","","","","2023-12-10T15:21:22.137Z"
"action","","","","","11957451791052001657","","","https://scholar.google.co.kr/scholar?cites=11957451791052001657&as_sdt=2005&sciodt=2005&hl=ko","2023-12-10T15:21:23.848Z"
"paper","Academic Integrity considerations of AI Large Language Models in the post-pandemic era: ChatGPT and beyond","","","","","","","","2023-12-10T15:21:26.108Z"
"action","","","","","11213285228649965369","","","https://scholar.google.co.kr/scholar?cites=11213285228649965369&as_sdt=2005&sciodt=2005&hl=ko","2023-12-10T15:21:26.898Z"
"action","","child","","","11213285228649965369","","","https://scholar.google.co.kr/scholar?hl=ko&as_sdt=2005&sciodt=2005&cites=11213285228649965369&scipsc=&q=child&btnG=","2023-12-10T15:21:32.721Z"
"action","","","","","11213285228649965369","","","https://scholar.google.co.kr/scholar?cites=11213285228649965369&as_sdt=2005&sciodt=2005&hl=ko","2023-12-10T15:21:34.463Z"
"action","","child","","","11213285228649965369","","","https://scholar.google.co.kr/scholar?hl=ko&as_sdt=2005&sciodt=2005&cites=11213285228649965369&scipsc=1&q=child&btnG=","2023-12-10T15:21:37.298Z"
"paper","War of the chatbots: Bard, Bing Chat, ChatGPT, Ernie and beyond. The new AI gold rush and its impact on higher education","","","","","","","","2023-12-10T15:21:42.072Z"
"paper","War of the chatbots: Bard, Bing Chat, ChatGPT, Ernie and beyond. The new AI gold rush and its impact on higher education","","","","","","","","2023-12-10T15:21:46.144Z"
"action","","","","","4220743005339760126","","","https://scholar.google.co.kr/scholar?cites=4220743005339760126&as_sdt=2005&sciodt=2005&hl=ko","2023-12-10T15:21:46.946Z"
"action","","child","","","11213285228649965369","","","https://scholar.google.co.kr/scholar?hl=ko&as_sdt=2005&sciodt=2005&cites=11213285228649965369&scipsc=1&q=child&btnG=","2023-12-10T15:21:47.629Z"
"paper","A Systematic Literature Review of Empirical Research on ChatGPT in Education","","","","","","","","2023-12-10T15:21:49.293Z"
"action","","child","","","11213285228649965369","","","https://scholar.google.co.kr/scholar?hl=ko&as_sdt=2005&sciodt=2005&cites=11213285228649965369&scipsc=1&q=child&btnG=","2023-12-10T15:21:58.590Z"
"paper","Teachers' Perspectives on ChatGPT as A Language Teaching Resource: Benefits, Challenges, and Pedagogical Considerations","","","","","","","","2023-12-10T15:22:06.922Z"
"action","","child","","","11213285228649965369","","","https://scholar.google.co.kr/scholar?hl=ko&as_sdt=2005&sciodt=2005&cites=11213285228649965369&scipsc=1&q=child&btnG=","2023-12-10T15:22:09.437Z"
"action","","parent","","","11213285228649965369","","","https://scholar.google.co.kr/scholar?hl=ko&as_sdt=2005&sciodt=2005&cites=11213285228649965369&scipsc=1&q=parent&btnG=","2023-12-10T15:22:13.143Z"
